home_ownership,annual_inc,loan_amount,loan_condition
MORTGAGE,135000,19200,Good Loan
RENT,50000,4350,Good Loan
OWN,50000,7800,Good Loan
RENT,72000,10000,Good Loan
MORTGAGE,60000,18000,Good Loan
RENT,73992,27000,Bad Loan
RENT,27000,8500,Bad Loan
RENT,18200,7200,Good Loan
MORTGAGE,144000,35000,Good Loan
MORTGAGE,64000,9000,Good Loan
RENT,30000,15250,Bad Loan
MORTGAGE,45000,24925,Bad Loan
MORTGAGE,180000,20000,Good Loan
MORTGAGE,42000,5000,Good Loan
MORTGAGE,92259,6000,Good Loan
RENT,85000,3825,Good Loan
RENT,39000,5000,Good Loan
RENT,80000,25000,Good Loan
MORTGAGE,115000,1000,Good Loan
OWN,150000,8000,Good Loan
MORTGAGE,51000,20000,Good Loan
RENT,158000,10175,Bad Loan
RENT,30000,5000,Good Loan
RENT,40000,15000,Bad Loan
MORTGAGE,125000,14000,Good Loan
RENT,48000,7600,Good Loan
RENT,42000,4000,Good Loan
OWN,27000,5600,Good Loan
MORTGAGE,60000,2500,Good Loan
MORTGAGE,80004,30000,Good Loan
MORTGAGE,60000,6750,Good Loan
MORTGAGE,58000,6000,Good Loan
MORTGAGE,35000,9000,Good Loan
RENT,56000,6200,Good Loan
MORTGAGE,170000,35000,Good Loan
RENT,48000,3700,Good Loan
OWN,56000,2000,Good Loan
RENT,29163,5000,Good Loan
MORTGAGE,102000,13000,Good Loan
MORTGAGE,100000,6000,Good Loan
MORTGAGE,190000,35000,Good Loan
MORTGAGE,63000,20000,Good Loan
MORTGAGE,97000,35000,Good Loan
RENT,51000,6000,Good Loan
RENT,119004,2500,Good Loan
RENT,103000,18000,Bad Loan
MORTGAGE,85000,24000,Good Loan
MORTGAGE,88000,25000,Good Loan
MORTGAGE,200000,30000,Good Loan
OWN,35000,4200,Good Loan
MORTGAGE,42100,8600,Good Loan
OWN,50000,3200,Good Loan
RENT,61200,14600,Good Loan
RENT,30000,4600,Good Loan
RENT,63250,6225,Good Loan
RENT,165000,35000,Good Loan
RENT,42000,10000,Good Loan
MORTGAGE,117000,20000,Good Loan
RENT,65004,20000,Good Loan
MORTGAGE,192000,25600,Good Loan
MORTGAGE,115000,16800,Good Loan
MORTGAGE,88712,15000,Good Loan
RENT,162000,20000,Good Loan
MORTGAGE,120000,20000,Good Loan
RENT,35000,10000,Good Loan
RENT,90000,14000,Good Loan
RENT,33600,4800,Good Loan
MORTGAGE,45000,20000,Good Loan
MORTGAGE,100000,8000,Good Loan
MORTGAGE,102000,25000,Bad Loan
RENT,96000,16000,Good Loan
MORTGAGE,77000,12000,Good Loan
MORTGAGE,110400,3000,Good Loan
RENT,50004,15000,Bad Loan
RENT,30000,7500,Bad Loan
RENT,29534,4800,Good Loan
RENT,121000,15000,Good Loan
RENT,60000,10000,Good Loan
RENT,42000,1850,Good Loan
RENT,165000,30000,Good Loan
MORTGAGE,40269,6625,Good Loan
MORTGAGE,32000,6000,Good Loan
MORTGAGE,48000,15000,Good Loan
RENT,75000,8000,Good Loan
RENT,98000,35000,Good Loan
MORTGAGE,60000,20000,Bad Loan
MORTGAGE,52800,3000,Good Loan
RENT,33000,6400,Good Loan
MORTGAGE,75000,19000,Bad Loan
MORTGAGE,50000,33950,Good Loan
MORTGAGE,102500,8000,Good Loan
MORTGAGE,65000,7000,Good Loan
MORTGAGE,100008,10000,Good Loan
MORTGAGE,71000,12000,Good Loan
RENT,52000,7000,Good Loan
RENT,42000,3000,Bad Loan
MORTGAGE,80000,25975,Good Loan
RENT,50000,2400,Good Loan
RENT,50000,4600,Good Loan
MORTGAGE,72000,6000,Good Loan
RENT,74000,14400,Good Loan
RENT,24000,6000,Good Loan
MORTGAGE,80000,9800,Good Loan
MORTGAGE,36000,13250,Bad Loan
RENT,83500,17000,Good Loan
OWN,19200,2400,Good Loan
MORTGAGE,108000,12000,Bad Loan
MORTGAGE,124000,30000,Good Loan
OWN,50461,6000,Good Loan
MORTGAGE,100280,17850,Good Loan
MORTGAGE,66000,13500,Bad Loan
MORTGAGE,72000,14000,Good Loan
MORTGAGE,150000,25000,Good Loan
RENT,35000,5600,Good Loan
RENT,28550,4000,Good Loan
MORTGAGE,78000,12000,Good Loan
MORTGAGE,69000,25000,Good Loan
OWN,30000,17875,Good Loan
RENT,85000,20000,Bad Loan
RENT,66000,18000,Good Loan
MORTGAGE,110000,3000,Good Loan
MORTGAGE,110000,2500,Good Loan
MORTGAGE,84400,22000,Good Loan
MORTGAGE,198000,12000,Good Loan
MORTGAGE,129000,30000,Good Loan
MORTGAGE,150000,30000,Good Loan
MORTGAGE,75000,6000,Good Loan
MORTGAGE,65000,10000,Good Loan
RENT,45020,8300,Good Loan
MORTGAGE,73000,19000,Good Loan
RENT,58295,25000,Good Loan
MORTGAGE,108000,25000,Bad Loan
MORTGAGE,150000,18000,Good Loan
RENT,70000,15000,Good Loan
MORTGAGE,71991,18000,Good Loan
MORTGAGE,42000,14000,Good Loan
OWN,120000,7800,Good Loan
RENT,55200,21000,Bad Loan
MORTGAGE,55000,2400,Good Loan
RENT,50582,4000,Bad Loan
MORTGAGE,77000,12000,Good Loan
RENT,77000,12000,Good Loan
MORTGAGE,123504,18000,Good Loan
RENT,80000,14000,Good Loan
RENT,87000,15000,Good Loan
OWN,40000,10500,Good Loan
MORTGAGE,74000,12000,Good Loan
MORTGAGE,60000,8000,Good Loan
MORTGAGE,175000,20000,Good Loan
OWN,48000,15000,Good Loan
RENT,14400,1500,Bad Loan
MORTGAGE,60000,8400,Good Loan
RENT,47500,7500,Good Loan
MORTGAGE,105000,35000,Good Loan
RENT,40000,1600,Bad Loan
MORTGAGE,75000,12000,Good Loan
RENT,36000,13200,Bad Loan
MORTGAGE,45000,16950,Bad Loan
RENT,101877,6600,Good Loan
RENT,62400,14000,Good Loan
RENT,40000,13000,Good Loan
MORTGAGE,55000,12000,Good Loan
OWN,10800,2400,Bad Loan
MORTGAGE,84000,20000,Good Loan
RENT,35004,8150,Good Loan
RENT,55000,28100,Good Loan
MORTGAGE,111000,28000,Good Loan
OWN,25000,7200,Bad Loan
MORTGAGE,125000,20000,Bad Loan
RENT,34800,5000,Bad Loan
MORTGAGE,252000,28000,Good Loan
MORTGAGE,90000,21000,Good Loan
RENT,65000,4200,Good Loan
MORTGAGE,108000,10000,Good Loan
MORTGAGE,77040,5900,Good Loan
RENT,100000,15000,Good Loan
RENT,55000,16000,Bad Loan
MORTGAGE,160000,22000,Good Loan
MORTGAGE,71000,12000,Good Loan
RENT,75000,13000,Bad Loan
MORTGAGE,59000,10000,Good Loan
RENT,40000,12000,Good Loan
OWN,40584,12000,Good Loan
MORTGAGE,63000,1700,Good Loan
MORTGAGE,52800,12900,Bad Loan
RENT,54000,12000,Good Loan
RENT,85000,3000,Good Loan
RENT,54000,5600,Good Loan
MORTGAGE,101000,3375,Good Loan
RENT,24996,5000,Bad Loan
MORTGAGE,178650,20000,Good Loan
RENT,61000,17000,Good Loan
MORTGAGE,39000,15000,Bad Loan
RENT,42000,13000,Bad Loan
MORTGAGE,53000,12000,Good Loan
MORTGAGE,58560,5000,Good Loan
MORTGAGE,92000,4800,Good Loan
MORTGAGE,65000,15000,Good Loan
RENT,52500,32000,Good Loan
RENT,18720,6000,Good Loan
MORTGAGE,132000,15000,Good Loan
RENT,41549,12000,Bad Loan
RENT,40000,14000,Good Loan
MORTGAGE,67200,15000,Good Loan
MORTGAGE,80000,13000,Good Loan
MORTGAGE,71516,35000,Good Loan
MORTGAGE,113328,35000,Bad Loan
MORTGAGE,78000,14125,Good Loan
RENT,20400,7550,Bad Loan
RENT,170000,17000,Good Loan
MORTGAGE,275000,35000,Good Loan
OWN,40000,9200,Good Loan
RENT,42769,1500,Good Loan
RENT,76422,14400,Good Loan
OWN,72000,16750,Good Loan
OWN,114000,13500,Good Loan
OWN,40000,2000,Good Loan
MORTGAGE,175000,18000,Good Loan
RENT,63000,25475,Good Loan
MORTGAGE,350000,18000,Good Loan
OWN,48000,2500,Good Loan
MORTGAGE,120000,16800,Good Loan
RENT,28800,9600,Good Loan
MORTGAGE,80000,26500,Good Loan
MORTGAGE,82000,30000,Good Loan
OWN,37560,5000,Good Loan
RENT,34000,13250,Bad Loan
OWN,93000,10400,Good Loan
OWN,24000,4500,Good Loan
MORTGAGE,65000,16000,Good Loan
MORTGAGE,165000,5000,Good Loan
RENT,40000,12000,Bad Loan
MORTGAGE,160000,28000,Bad Loan
OWN,87600,12000,Good Loan
RENT,65000,6000,Good Loan
RENT,70000,14000,Bad Loan
MORTGAGE,160000,25000,Good Loan
MORTGAGE,65000,8000,Good Loan
OWN,70000,24000,Good Loan
MORTGAGE,61000,6000,Bad Loan
RENT,89700,6000,Bad Loan
RENT,60000,4100,Good Loan
MORTGAGE,55000,35000,Good Loan
MORTGAGE,60000,18000,Bad Loan
MORTGAGE,90000,20000,Good Loan
MORTGAGE,75000,28000,Good Loan
OWN,40000,15000,Good Loan
MORTGAGE,54000,15000,Good Loan
OWN,55000,16000,Good Loan
RENT,88000,14000,Good Loan
MORTGAGE,100000,12000,Good Loan
OWN,51000,19750,Good Loan
RENT,51000,4000,Good Loan
RENT,31150,4000,Good Loan
RENT,67644,6000,Good Loan
MORTGAGE,120000,14500,Good Loan
MORTGAGE,58800,17850,Bad Loan
MORTGAGE,136000,25000,Good Loan
OWN,48000,10000,Good Loan
MORTGAGE,104400,20000,Good Loan
MORTGAGE,54996,16800,Good Loan
MORTGAGE,48000,10400,Good Loan
MORTGAGE,55000,13600,Bad Loan
MORTGAGE,52000,3900,Good Loan
MORTGAGE,98000,15000,Bad Loan
RENT,65000,14000,Good Loan
MORTGAGE,38000,16000,Good Loan
MORTGAGE,40800,18250,Bad Loan
RENT,80690,30000,Good Loan
RENT,112000,21000,Good Loan
MORTGAGE,97000,25000,Good Loan
MORTGAGE,91000,10000,Good Loan
RENT,52008,20000,Good Loan
MORTGAGE,54000,15000,Good Loan
MORTGAGE,50000,2000,Good Loan
MORTGAGE,41000,22000,Bad Loan
RENT,93600,5600,Good Loan
MORTGAGE,33276,6100,Good Loan
RENT,37440,3000,Good Loan
RENT,30000,3200,Good Loan
MORTGAGE,87547,12000,Good Loan
MORTGAGE,33696,8000,Good Loan
RENT,50000,10000,Good Loan
MORTGAGE,38269,16800,Bad Loan
MORTGAGE,34000,13000,Good Loan
MORTGAGE,52000,13250,Good Loan
MORTGAGE,165000,35000,Good Loan
MORTGAGE,96000,4800,Good Loan
MORTGAGE,127500,15000,Good Loan
RENT,55000,3600,Good Loan
MORTGAGE,100860,6000,Good Loan
RENT,43200,17600,Good Loan
RENT,41504,4800,Good Loan
MORTGAGE,71500,15000,Good Loan
OWN,108000,35000,Good Loan
RENT,100000,18000,Good Loan
MORTGAGE,249996,14000,Good Loan
RENT,75000,5000,Good Loan
MORTGAGE,120000,6000,Good Loan
MORTGAGE,85000,7500,Good Loan
RENT,65000,15000,Bad Loan
RENT,40000,13200,Good Loan
MORTGAGE,300000,9600,Good Loan
RENT,66143,24000,Good Loan
RENT,12000,3200,Bad Loan
MORTGAGE,78804,13700,Good Loan
RENT,36000,5600,Good Loan
MORTGAGE,45000,22750,Good Loan
MORTGAGE,200000,10000,Good Loan
RENT,47700,12000,Good Loan
RENT,60000,15000,Good Loan
MORTGAGE,99996,5000,Good Loan
RENT,60000,12000,Good Loan
MORTGAGE,73000,20000,Good Loan
RENT,62208,20000,Good Loan
MORTGAGE,110004,11200,Good Loan
RENT,35004,7200,Good Loan
RENT,65000,12000,Good Loan
RENT,88500,12000,Good Loan
RENT,65000,35000,Good Loan
MORTGAGE,30874,4200,Good Loan
RENT,40000,12000,Bad Loan
MORTGAGE,48800,9000,Good Loan
RENT,81000,18000,Good Loan
MORTGAGE,149000,35000,Good Loan
MORTGAGE,79985,8000,Good Loan
MORTGAGE,320000,25000,Good Loan
MORTGAGE,150000,12000,Good Loan
MORTGAGE,60000,16000,Good Loan
OWN,80000,18000,Good Loan
RENT,112512,21000,Bad Loan
MORTGAGE,85000,35000,Good Loan
OWN,36000,8000,Good Loan
RENT,72000,21600,Good Loan
OWN,54000,20000,Bad Loan
MORTGAGE,64000,20000,Bad Loan
RENT,35000,14000,Bad Loan
OWN,50000,14400,Good Loan
MORTGAGE,38400,2000,Good Loan
MORTGAGE,156000,18000,Good Loan
MORTGAGE,74000,35000,Good Loan
MORTGAGE,120000,15000,Good Loan
MORTGAGE,75000,12300,Good Loan
MORTGAGE,54000,35000,Good Loan
OWN,57600,6500,Good Loan
MORTGAGE,65000,12800,Good Loan
MORTGAGE,300000,35000,Good Loan
OWN,51000,6000,Good Loan
RENT,45000,10000,Good Loan
RENT,24000,7000,Good Loan
MORTGAGE,105600,25000,Good Loan
RENT,33250,2800,Good Loan
RENT,51000,7500,Good Loan
MORTGAGE,75000,15000,Bad Loan
MORTGAGE,55000,25000,Good Loan
RENT,33600,1500,Good Loan
RENT,65004,8000,Good Loan
MORTGAGE,95004,7600,Bad Loan
MORTGAGE,65000,12000,Good Loan
MORTGAGE,185000,18000,Bad Loan
MORTGAGE,63000,20050,Good Loan
RENT,200000,7000,Good Loan
MORTGAGE,126000,11800,Good Loan
MORTGAGE,95000,17800,Bad Loan
RENT,40000,15000,Good Loan
MORTGAGE,52000,3300,Good Loan
OWN,55000,4800,Good Loan
MORTGAGE,60000,12000,Good Loan
MORTGAGE,99518,6500,Good Loan
MORTGAGE,50880,6175,Good Loan
RENT,139500,18000,Good Loan
RENT,56000,6000,Good Loan
OWN,22800,9000,Good Loan
OWN,75000,13200,Good Loan
RENT,60000,6000,Good Loan
MORTGAGE,70000,7000,Good Loan
RENT,20000,6500,Good Loan
RENT,148500,32000,Good Loan
MORTGAGE,119004,5000,Good Loan
RENT,45176,12000,Good Loan
RENT,42000,5000,Good Loan
MORTGAGE,68000,26400,Bad Loan
RENT,37824,8800,Good Loan
RENT,85000,14000,Good Loan
RENT,36000,12000,Good Loan
RENT,70000,30800,Bad Loan
MORTGAGE,89000,24000,Good Loan
MORTGAGE,77800,30000,Good Loan
MORTGAGE,82000,16000,Good Loan
MORTGAGE,70000,35000,Bad Loan
OWN,60000,10000,Bad Loan
MORTGAGE,150000,30000,Bad Loan
RENT,38400,10000,Bad Loan
MORTGAGE,56900,11200,Good Loan
MORTGAGE,75000,13600,Good Loan
MORTGAGE,75000,13800,Good Loan
RENT,50000,8000,Good Loan
MORTGAGE,155004,10500,Good Loan
RENT,38000,16200,Bad Loan
MORTGAGE,150000,25000,Good Loan
RENT,40000,1600,Good Loan
MORTGAGE,70000,4200,Good Loan
MORTGAGE,135000,14400,Good Loan
RENT,64000,2500,Good Loan
MORTGAGE,127992,26000,Good Loan
RENT,70000,15575,Bad Loan
MORTGAGE,95000,15000,Good Loan
MORTGAGE,95000,12000,Good Loan
MORTGAGE,72000,5000,Good Loan
MORTGAGE,124992,24000,Good Loan
MORTGAGE,62000,19000,Good Loan
RENT,20400,8000,Good Loan
RENT,45000,4000,Good Loan
RENT,60000,10000,Good Loan
OWN,130000,35000,Good Loan
RENT,50000,10000,Good Loan
MORTGAGE,39600,18250,Good Loan
RENT,78000,21000,Bad Loan
MORTGAGE,48000,14400,Good Loan
RENT,36000,18000,Good Loan
MORTGAGE,26400,1550,Bad Loan
MORTGAGE,62400,21125,Good Loan
MORTGAGE,50000,12000,Good Loan
RENT,93000,18400,Good Loan
RENT,85000,14400,Good Loan
RENT,77500,6800,Good Loan
RENT,36000,10200,Good Loan
RENT,80000,16000,Good Loan
MORTGAGE,90000,30000,Good Loan
RENT,50000,18400,Good Loan
RENT,60000,7000,Good Loan
RENT,75531,15000,Good Loan
MORTGAGE,22000,8000,Good Loan
MORTGAGE,114000,18000,Good Loan
MORTGAGE,69000,15000,Good Loan
MORTGAGE,65000,7000,Good Loan
MORTGAGE,150000,14000,Good Loan
RENT,31550,5500,Good Loan
MORTGAGE,215000,15000,Good Loan
MORTGAGE,52800,4800,Good Loan
RENT,24000,8000,Good Loan
RENT,53000,25450,Good Loan
RENT,36000,3600,Good Loan
RENT,70000,5000,Good Loan
MORTGAGE,60000,21000,Good Loan
OWN,28000,3000,Good Loan
RENT,120000,12000,Good Loan
RENT,50000,2000,Good Loan
MORTGAGE,45000,5000,Bad Loan
RENT,30000,8000,Good Loan
RENT,52000,7000,Good Loan
RENT,41000,6750,Good Loan
RENT,148000,22000,Good Loan
MORTGAGE,50400,14400,Bad Loan
OWN,75000,7000,Good Loan
OWN,38880,20000,Good Loan
OWN,45000,18000,Bad Loan
MORTGAGE,55000,13250,Good Loan
MORTGAGE,57000,9000,Good Loan
RENT,50000,13800,Bad Loan
RENT,148000,14000,Good Loan
MORTGAGE,45000,5000,Good Loan
MORTGAGE,65600,20000,Good Loan
MORTGAGE,62000,13800,Good Loan
MORTGAGE,85000,10000,Good Loan
OWN,40000,7500,Good Loan
MORTGAGE,51000,2000,Good Loan
MORTGAGE,31200,3200,Good Loan
RENT,95000,16000,Bad Loan
RENT,94500,22000,Good Loan
MORTGAGE,33600,8000,Good Loan
RENT,59000,13000,Good Loan
MORTGAGE,27040,6925,Good Loan
MORTGAGE,50000,12000,Good Loan
RENT,43000,2500,Good Loan
RENT,150000,35000,Good Loan
MORTGAGE,120000,10000,Good Loan
OWN,65000,4800,Good Loan
RENT,38400,3000,Good Loan
MORTGAGE,70000,12000,Good Loan
MORTGAGE,108000,30000,Good Loan
RENT,55000,8000,Good Loan
MORTGAGE,80000,30000,Good Loan
MORTGAGE,98000,35000,Bad Loan
MORTGAGE,60000,9000,Good Loan
RENT,43000,13000,Good Loan
MORTGAGE,95000,7200,Good Loan
MORTGAGE,68000,11000,Good Loan
MORTGAGE,100000,1000,Bad Loan
RENT,62100,14750,Good Loan
MORTGAGE,60000,14400,Good Loan
RENT,68000,14000,Good Loan
OWN,60000,4100,Good Loan
MORTGAGE,90000,5000,Good Loan
OWN,60000,5100,Good Loan
RENT,50000,7200,Bad Loan
MORTGAGE,80000,10000,Bad Loan
MORTGAGE,120000,35000,Good Loan
MORTGAGE,99996,10000,Good Loan
MORTGAGE,51996,7000,Good Loan
MORTGAGE,99600,25000,Good Loan
MORTGAGE,77000,6000,Good Loan
MORTGAGE,70000,20000,Good Loan
RENT,36000,7600,Bad Loan
MORTGAGE,32500,2500,Good Loan
MORTGAGE,50000,25000,Bad Loan
RENT,38000,10000,Good Loan
RENT,28000,9500,Good Loan
RENT,50000,15000,Good Loan
RENT,150000,25000,Good Loan
MORTGAGE,65004,1500,Good Loan
RENT,160000,21000,Good Loan
MORTGAGE,198204,20000,Good Loan
MORTGAGE,78000,25000,Good Loan
MORTGAGE,50000,5400,Bad Loan
RENT,39359,9000,Bad Loan
RENT,32000,13500,Bad Loan
MORTGAGE,30000,13000,Good Loan
MORTGAGE,68004,23600,Good Loan
MORTGAGE,67000,10000,Good Loan
RENT,73500,5000,Good Loan
MORTGAGE,104000,35000,Good Loan
RENT,50400,2000,Good Loan
RENT,67000,16000,Good Loan
MORTGAGE,102000,15000,Good Loan
MORTGAGE,75000,7125,Good Loan
MORTGAGE,110000,35000,Good Loan
RENT,84000,6000,Good Loan
RENT,85000,7000,Good Loan
MORTGAGE,129996,6500,Good Loan
RENT,64000,5000,Good Loan
RENT,32000,20000,Good Loan
RENT,74600,20000,Good Loan
RENT,74064,22000,Good Loan
MORTGAGE,58500,14300,Good Loan
RENT,40000,5600,Good Loan
RENT,65000,3000,Good Loan
RENT,65000,5000,Good Loan
RENT,54996,18000,Good Loan
RENT,69000,6000,Good Loan
OWN,60000,7000,Bad Loan
RENT,73500,21000,Bad Loan
MORTGAGE,53200,17000,Good Loan
RENT,72000,5000,Good Loan
RENT,38400,10500,Good Loan
RENT,60000,10000,Good Loan
RENT,45000,11000,Good Loan
OWN,26496,4400,Good Loan
MORTGAGE,60000,6900,Good Loan
MORTGAGE,98000,2000,Good Loan
RENT,19200,4800,Good Loan
RENT,100000,6000,Good Loan
RENT,50000,10700,Good Loan
RENT,80000,1500,Good Loan
OWN,19200,7000,Good Loan
MORTGAGE,93000,29175,Good Loan
RENT,52992,12800,Good Loan
MORTGAGE,200000,28000,Good Loan
RENT,58000,5000,Good Loan
RENT,90000,20000,Good Loan
RENT,90000,24000,Good Loan
RENT,72000,28000,Good Loan
RENT,72000,5000,Good Loan
RENT,57750,8000,Good Loan
RENT,55000,6000,Good Loan
MORTGAGE,43000,6000,Good Loan
MORTGAGE,101000,5000,Good Loan
OWN,49000,19000,Good Loan
OWN,38000,12000,Good Loan
RENT,95000,2400,Good Loan
OWN,50000,6000,Good Loan
MORTGAGE,60000,10000,Good Loan
RENT,175000,12000,Good Loan
RENT,75000,6400,Good Loan
RENT,38004,10000,Good Loan
MORTGAGE,56000,13600,Good Loan
OWN,66000,25000,Good Loan
MORTGAGE,43000,25000,Good Loan
RENT,120000,15000,Good Loan
RENT,30000,4000,Good Loan
MORTGAGE,54000,30225,Good Loan
RENT,63800,5000,Good Loan
OWN,27000,8325,Good Loan
MORTGAGE,65000,8000,Good Loan
MORTGAGE,42996,6000,Good Loan
MORTGAGE,65000,15000,Good Loan
MORTGAGE,56964,15600,Bad Loan
MORTGAGE,45000,10000,Good Loan
RENT,53000,12000,Bad Loan
RENT,65000,19200,Bad Loan
RENT,40000,2800,Good Loan
RENT,48000,9000,Good Loan
MORTGAGE,115000,29000,Good Loan
RENT,27600,3500,Bad Loan
RENT,24240,3500,Good Loan
MORTGAGE,60000,31825,Good Loan
RENT,39996,10000,Good Loan
MORTGAGE,63996,15000,Good Loan
OWN,41196,3300,Bad Loan
RENT,65000,6000,Good Loan
MORTGAGE,69500,30000,Good Loan
RENT,50000,25000,Good Loan
MORTGAGE,55000,8450,Good Loan
RENT,24000,10000,Good Loan
MORTGAGE,113000,21000,Good Loan
MORTGAGE,45000,20000,Good Loan
MORTGAGE,480000,3750,Good Loan
RENT,82000,16000,Good Loan
RENT,93500,35000,Bad Loan
MORTGAGE,65000,23000,Good Loan
MORTGAGE,44000,12000,Good Loan
RENT,39000,2100,Good Loan
MORTGAGE,40000,2400,Good Loan
MORTGAGE,75000,16000,Good Loan
OWN,62236,5000,Good Loan
RENT,52416,2200,Good Loan
MORTGAGE,110000,10000,Good Loan
MORTGAGE,30000,20000,Good Loan
MORTGAGE,120000,7200,Good Loan
MORTGAGE,66000,6000,Good Loan
MORTGAGE,78000,15000,Bad Loan
MORTGAGE,76000,14000,Good Loan
RENT,70000,13200,Good Loan
RENT,84000,12000,Good Loan
RENT,50400,7500,Bad Loan
MORTGAGE,150000,29000,Good Loan
RENT,105500,31000,Good Loan
MORTGAGE,60000,2000,Good Loan
RENT,60000,24000,Bad Loan
OWN,38400,10000,Good Loan
RENT,64200,10000,Good Loan
RENT,86400,4000,Good Loan
RENT,79000,11500,Good Loan
RENT,75996,28000,Good Loan
MORTGAGE,115000,24000,Good Loan
RENT,20688,10400,Good Loan
RENT,72780,8000,Bad Loan
MORTGAGE,75000,8000,Good Loan
RENT,110000,29600,Good Loan
RENT,68000,7500,Good Loan
OWN,38000,6425,Good Loan
MORTGAGE,200000,6000,Good Loan
RENT,102000,12000,Good Loan
RENT,86400,12000,Bad Loan
OWN,55000,20000,Good Loan
RENT,42000,9000,Bad Loan
RENT,38400,13250,Good Loan
MORTGAGE,285000,10000,Good Loan
RENT,45500,10000,Good Loan
RENT,39000,2000,Good Loan
RENT,52000,5000,Good Loan
MORTGAGE,80500,27575,Good Loan
MORTGAGE,103000,24000,Good Loan
MORTGAGE,60000,20000,Good Loan
MORTGAGE,130000,25000,Good Loan
RENT,22800,2000,Good Loan
RENT,45000,12000,Good Loan
RENT,44000,17200,Good Loan
MORTGAGE,58000,14550,Good Loan
OWN,67000,12000,Good Loan
MORTGAGE,56000,2000,Good Loan
MORTGAGE,62000,14400,Good Loan
RENT,42000,10000,Good Loan
MORTGAGE,70000,20000,Good Loan
MORTGAGE,85000,13000,Good Loan
MORTGAGE,54000,5000,Good Loan
RENT,90000,19200,Good Loan
RENT,21600,2500,Good Loan
MORTGAGE,165500,12000,Good Loan
RENT,10560,2800,Good Loan
RENT,100000,11000,Good Loan
MORTGAGE,82000,12000,Good Loan
MORTGAGE,65000,20000,Good Loan
RENT,42224,20000,Good Loan
MORTGAGE,135000,28000,Good Loan
OWN,97333,10000,Good Loan
RENT,58800,4000,Bad Loan
OWN,47820,6000,Good Loan
OWN,15523,3800,Good Loan
RENT,46800,20000,Good Loan
MORTGAGE,190300,15000,Good Loan
MORTGAGE,45000,6000,Good Loan
MORTGAGE,36396,6000,Good Loan
MORTGAGE,122880,35000,Good Loan
MORTGAGE,35000,10000,Good Loan
RENT,90000,35000,Good Loan
MORTGAGE,68496,30000,Good Loan
RENT,36000,12800,Bad Loan
RENT,65000,12000,Good Loan
MORTGAGE,125000,35000,Good Loan
OWN,55000,15000,Good Loan
MORTGAGE,85000,4650,Good Loan
MORTGAGE,60000,1500,Good Loan
MORTGAGE,65000,15000,Bad Loan
RENT,21600,4200,Good Loan
RENT,47160,12000,Good Loan
MORTGAGE,145000,6000,Good Loan
RENT,77280,10800,Good Loan
MORTGAGE,66000,4000,Good Loan
MORTGAGE,90000,22000,Bad Loan
RENT,67000,4500,Good Loan
RENT,95000,10000,Good Loan
MORTGAGE,70000,14500,Bad Loan
MORTGAGE,57000,5200,Bad Loan
MORTGAGE,65000,5000,Good Loan
RENT,65000,18000,Good Loan
MORTGAGE,59000,13000,Good Loan
RENT,20000,4800,Good Loan
RENT,51996,3000,Bad Loan
OWN,45000,7000,Good Loan
MORTGAGE,65000,10000,Good Loan
RENT,75000,12000,Good Loan
RENT,160549,4000,Good Loan
MORTGAGE,63177,6250,Good Loan
RENT,35004,4000,Good Loan
MORTGAGE,71000,4400,Good Loan
MORTGAGE,140000,12000,Good Loan
MORTGAGE,57000,19000,Good Loan
OWN,25104,5400,Good Loan
MORTGAGE,61000,6000,Good Loan
MORTGAGE,45600,3000,Good Loan
MORTGAGE,60000,2700,Good Loan
MORTGAGE,70000,14400,Good Loan
MORTGAGE,57400,7600,Good Loan
MORTGAGE,28800,3500,Good Loan
OWN,48000,25000,Good Loan
RENT,44966,10025,Good Loan
MORTGAGE,187000,35000,Good Loan
RENT,30000,6400,Good Loan
RENT,63000,11500,Good Loan
MORTGAGE,53500,5000,Good Loan
OWN,49200,25000,Good Loan
RENT,37000,21000,Bad Loan
MORTGAGE,50000,10000,Bad Loan
MORTGAGE,108900,25000,Bad Loan
MORTGAGE,51000,7000,Good Loan
RENT,92000,31200,Bad Loan
RENT,35000,20000,Good Loan
OWN,50000,2800,Good Loan
RENT,59496,6325,Good Loan
RENT,60000,8500,Good Loan
MORTGAGE,67600,33000,Good Loan
MORTGAGE,34000,10000,Good Loan
MORTGAGE,55000,12500,Good Loan
MORTGAGE,83200,14400,Good Loan
MORTGAGE,47000,14100,Good Loan
MORTGAGE,66901,9475,Good Loan
RENT,80490,6000,Good Loan
MORTGAGE,47500,25000,Good Loan
RENT,50000,9400,Good Loan
RENT,119000,22000,Good Loan
MORTGAGE,80000,20000,Good Loan
RENT,85000,35000,Good Loan
RENT,89196,22400,Good Loan
MORTGAGE,100000,14350,Good Loan
MORTGAGE,170000,6500,Good Loan
MORTGAGE,38450,5500,Good Loan
RENT,38000,3000,Good Loan
RENT,49000,5000,Good Loan
RENT,38400,12000,Good Loan
MORTGAGE,35500,9000,Good Loan
MORTGAGE,65000,4000,Good Loan
RENT,8472,3000,Good Loan
MORTGAGE,33888,7000,Good Loan
RENT,41000,1500,Good Loan
RENT,58000,1200,Good Loan
MORTGAGE,57000,14000,Good Loan
MORTGAGE,48000,3000,Good Loan
RENT,60000,12800,Good Loan
RENT,40404,14000,Good Loan
RENT,80000,7500,Good Loan
RENT,62000,13200,Good Loan
